Date,Stock,Return,Price Before,Price After
2016-04-11,BOB.NS,3.0778688524590168,122.0,497.5
2011-09-12,XPRO.NS,3.0778481012658228,31.6,128.86
2019-04-09,WSTC.NS,3.0776518285619723,241.72,985.65
2007-02-19,THOM.NS,3.0774907749077496,2.71,11.05
2013-02-22,OSGL.NS,3.0764568764568763,21.45,87.44
2020-02-18,KAMT.NS,3.0762124711316394,8.66,35.3
2025-04-30,GICH.NS,3.0759426447158793,169.47,690.75
2024-09-03,JKIN.NS,3.074534161490684,98.21,400.16
2020-05-05,HLVL.NS,3.0729729729729724,3.7,15.07
2017-02-06,CHPC.NS,3.0718355027353326,265.05,1079.24
2014-07-31,WRRN.BO,3.071612903225807,186.0,757.32
2025-08-07,AEGS.NS,3.067078564909078,712.15,2896.37
2005-01-18,HLVL.NS,3.0668896321070234,26.91,109.44
2014-03-25,GICH.NS,3.066798679867987,75.75,308.06
2008-09-11,KAMT.NS,3.066232356134636,27.63,112.35
2024-12-11,GENS.NS,3.065707907169929,963.05,3915.48
2009-05-26,HLVL.NS,3.0650925335035097,31.34,127.4
2026-06-03,SEAM.NS,3.064778190226982,1643.3,6679.65
2025-09-23,IMCL.NS,3.0632340241796197,463.2,1882.09
2010-01-14,THOM.NS,3.0628381190178935,24.03,97.63
2019-06-14,GENS.NS,3.0622250831455853,93.21,378.64
2021-04-22,ARTI.NS,3.061086780210868,616.5,2503.66
2013-07-17,NALU.NS,3.0608288770053473,14.96,60.75
2017-02-16,JKIN.NS,3.0579303675048353,103.4,419.59
2017-05-30,JAAO.NS,3.057848837209302,103.2,418.77
2013-04-10,ARTI.NS,3.0568104038329915,14.61,59.27
2012-10-29,VENK.NS,3.054611803196175,79.47,322.22
2006-12-13,JKIN.NS,3.0538555691554468,16.34,66.24
2025-02-14,NALU.NS,3.052705223880597,42.88,173.78
2024-05-22,TVEL.NS,3.051849529780564,319.0,1292.54
2010-07-05,WSTC.NS,3.049041713641488,17.74,71.83
2016-05-24,HLVL.NS,3.047398843930636,17.3,70.02
2025-02-28,GENS.NS,3.046201902598325,704.3,2849.74
2010-12-16,TANE.BO,3.04612365063788,10.19,41.23
2020-01-27,MDRD.BO,3.044776119402985,3.35,13.55
2007-06-21,WHEL.NS,3.0445859872611463,12.56,50.8
2018-03-21,ARTI.NS,3.0445446348061314,55.45,224.27
2009-12-08,JAAO.NS,3.0421909696521094,27.02,109.22
2020-09-17,AEGS.NS,3.0418710581639807,57.08,230.71
2007-06-04,WSTC.NS,3.0414657666345226,51.85,209.55
2012-06-27,AEGS.NS,3.04079696394687,10.54,42.59
2011-07-27,KAMT.NS,3.0384615384615383,24.44,98.7
2026-04-28,WIPR.NS,3.0376493538161418,205.05,827.92
2008-07-15,HLVL.NS,3.0355481727574745,30.1,121.47
2012-10-22,GENS.NS,3.034343434343435,44.55,179.73
2008-12-19,TANE.BO,3.03137128072445,30.92,124.65
2009-01-14,JKIN.NS,3.0300000000000002,6.0,24.18
2025-12-18,CEMI.NS,3.028961397406329,793.47,3196.86
2016-02-05,VENK.NS,3.0284829253550924,264.72,1066.42
2014-06-09,JAAO.NS,3.0280230326295587,52.1,209.86
2019-01-11,BRIT.NS,3.0273682663335046,680.35,2740.02
2017-08-04,WSTC.NS,3.0269957801028955,172.99,696.63
2017-05-26,KAMT.NS,3.0265151515151514,13.2,53.15
2026-02-03,KAMT.NS,3.0247665448639873,49.26,198.26
2021-03-26,BOB.NS,3.023841059602649,15.1,60.76
2006-10-19,CHPC.NS,3.0233393177737877,27.85,112.05
2015-05-22,CEMI.NS,3.0222504767959313,15.73,63.27
2005-10-19,OSGL.NS,3.017757009345794,32.1,128.97
2021-11-04,ASHT.NS,3.0163507109004737,84.4,338.98
2007-09-11,VENK.NS,3.0150221216174504,97.19,390.22
2010-02-18,HEGL.NS,3.0145797598627793,11.66,46.81
2006-06-07,BOB.NS,3.0127989221960254,29.69,119.14
2013-12-27,XPRO.NS,3.011409013120365,17.53,70.32
2021-09-09,WHEL.NS,3.0106168108136098,772.36,3097.64
2015-02-18,MDRD.BO,3.008875739644971,3.38,13.55
2008-03-13,JAAO.NS,3.0087463556851306,6.86,27.5
2011-12-22,VSTI.NS,3.008737223870755,60.66,243.17
2024-01-12,WRRN.BO,3.0051070516597918,50.91,203.9
2022-12-30,OSGL.NS,3.004524886877828,6.63,26.55
2011-03-01,ARTI.NS,3.0039370078740157,7.62,30.51
2016-08-30,JKIN.NS,3.0023616734143044,29.64,118.63
2019-11-22,ARTI.NS,3.002330032454024,360.51,1442.88
2019-05-20,TANE.BO,3.001494768310912,6.69,26.77
2018-03-06,KAMT.NS,2.9996091841719594,102.35,409.36
2017-12-29,WHEL.NS,2.999208242101971,1023.04,4091.35
2005-08-03,BRIT.NS,2.9984358706986445,76.72,306.76
2021-01-05,WRRN.BO,2.9959839357429723,12.45,49.75
2008-10-13,JKIN.NS,2.995850622406639,2.41,9.63
2012-03-02,VSTI.NS,2.995550611790879,17.98,71.84
2006-04-13,TAJG.NS,2.994804816469217,205.96,822.77
2017-06-12,AEGS.NS,2.9945499844285273,192.66,769.59
2023-05-03,BRIT.NS,2.9940188693410743,4395.49,17555.67
2015-06-30,TANE.BO,2.9938993390950683,78.68,314.24
2013-03-26,XPRO.NS,2.992040932347925,17.59,70.22
2008-10-01,NALU.NS,2.9903096194753016,42.31,168.83
2009-01-28,IMCL.NS,2.989041095890411,3.65,14.56
2018-02-07,BOB.NS,2.987333182537888,132.63,528.84
2013-05-13,HLVL.NS,2.9862884160756504,21.15,84.31
2007-11-05,IMCL.NS,2.9850169163847267,20.69,82.45
2020-11-24,TANE.BO,2.9849778081256404,29.29,116.72
2015-03-10,IMCL.NS,2.983648881239243,11.62,46.29
2016-05-06,MDRD.BO,2.982666666666667,7.5,29.87
2024-03-22,WIPR.NS,2.982477830832196,234.56,934.13
2024-06-27,KAMT.NS,2.981496622057748,232.39,925.26
2016-07-21,BRIT.NS,2.9813394018205464,307.6,1224.66
2016-02-24,ARTI.NS,2.9804151518705293,85.27,339.41
2026-02-02,AEGS.NS,2.980246406570842,730.5,2907.57
2014-09-19,THOM.NS,2.9801999231064973,52.02,207.05
2015-08-03,ASHT.NS,2.977314986984009,26.89,106.95
2011-01-07,XPRO.NS,2.976190476190476,10.08,40.08
2018-06-22,ASHT.NS,2.973456987527982,62.54,248.5
2023-07-13,IMCL.NS,2.972912167026638,111.12,441.47
2017-10-09,VENK.NS,2.9724574515685336,603.43,2397.1
2018-04-03,SEAM.NS,2.9710022382491914,201.05,798.37
2006-05-18,TANE.BO,2.9709505334626574,206.2,818.81
2013-07-01,HEGL.NS,2.9678747940691927,24.28,96.34
2024-11-07,TANE.BO,2.966798382005658,427.69,1696.56
2025-08-25,HEGL.NS,2.9642490240394497,486.7,1929.4
2022-06-20,WIPR.NS,2.9642422639513355,189.05,749.44
2011-09-01,IMCL.NS,2.963875903102422,23.53,93.27
2019-10-10,XPRO.NS,2.9633251833740837,4.09,16.21
2015-08-14,WIPR.NS,2.9604155844155846,96.25,381.19
2025-08-13,AEGS.NS,2.9601310759148007,183.1,725.1
2014-10-21,AEGS.NS,2.96,7.25,28.71
2026-06-16,TAJG.NS,2.95999402003289,334.45,1324.42
2024-02-07,GENS.NS,2.9599648814749786,512.55,2029.68
2009-12-21,JKIN.NS,2.9597902097902096,5.72,22.65
2020-01-16,GENS.NS,2.9591284748309548,66.55,263.48
2024-09-05,AEGS.NS,2.9590560373582386,839.44,3323.39
2014-10-28,ASHT.NS,2.9583333333333335,32.16,127.3
2013-09-02,TAJG.NS,2.9569892473118284,13.95,55.2
2016-08-05,WHEL.NS,2.9551136779004312,136.79,541.02
2018-04-11,JKIN.NS,2.9542041534194676,147.83,584.55
2009-10-28,HLVL.NS,2.953333333333333,36.0,142.32
2012-01-04,XPRO.NS,2.9525504151838673,8.43,33.32
2017-12-20,NALU.NS,2.9521150955550786,46.57,184.05
2023-04-19,CEMI.NS,2.9514170040485825,27.17,107.36
2006-03-24,BOB.NS,2.9509202453987733,29.34,115.92
2010-06-16,WHEL.NS,2.9503033805258596,69.22,273.44
2022-02-01,VSTI.NS,2.9467747060692724,62.94,248.41
2008-08-19,ARTI.NS,2.94408945686901,6.26,24.69
2011-03-01,WSTC.NS,2.9438601917723477,64.66,255.01
2011-11-02,XPRO.NS,2.942600896860986,33.45,131.88
2006-07-19,AEGS.NS,2.9411764705882355,6.46,25.46
2012-11-07,OSGL.NS,2.9410122164048866,28.65,112.91
2007-01-17,KAMT.NS,2.9403874813710877,161.04,634.56
2010-11-11,BRIT.NS,2.9399466192170816,179.84,708.56
2006-04-17,AEGS.NS,2.9398496240601504,2.66,10.48
2022-02-01,THOM.NS,2.937717836035764,65.99,259.85
2009-01-16,VSTI.NS,2.936086529006883,10.17,40.03
2007-02-20,SEAM.NS,2.935975609756098,209.92,826.24
2007-06-22,BOB.NS,2.934689507494647,9.34,36.75
2021-09-17,WSTC.NS,2.9344020719835675,223.94,881.07
2011-01-20,TVEL.NS,2.933826730518067,22.97,90.36
2020-12-17,HLVL.NS,2.933823529411764,1.36,5.35
2025-05-15,TVEL.NS,2.9320963855421684,415.0,1631.82
2021-09-17,IMCL.NS,2.931020572811618,74.37,292.35
2014-01-28,WHEL.NS,2.930436477007015,51.32,201.71
2016-06-10,TANE.BO,2.9297320109727787,47.39,186.23
2005-07-12,TAJG.NS,2.9286483575659665,74.28,291.82
2011-10-10,JAAO.NS,2.9284064665127025,8.66,34.02
2011-01-13,CEMI.NS,2.9270367054610564,22.34,87.73
2007-08-22,ASHT.NS,2.9257620882971263,684.96,2688.99
2014-03-25,MDRD.BO,2.9255121042830536,10.74,42.16
2008-10-31,BRIT.NS,2.9254429956536274,89.73,352.23
2021-12-03,KAMT.NS,2.9249520153550863,52.1,204.49
2022-08-08,IMCL.NS,2.923525377229081,58.32,228.82
2019-07-15,KAMT.NS,2.923001949317739,10.26,40.25
2013-10-07,JAAO.NS,2.921334922526817,8.39,32.9
2006-08-21,CEMI.NS,2.9201244813278007,9.64,37.79
2010-05-28,GICH.NS,2.9193967758710353,57.69,226.11
2012-03-14,BRIT.NS,2.91829120026831,238.53,934.63
2022-10-06,HEGL.NS,2.9174957118353344,58.3,228.39
2013-04-30,WIPR.NS,2.9170162319897868,54.83,214.77
2007-03-08,CHPC.NS,2.91660577274388,109.48,428.79
2017-05-22,XPRO.NS,2.916541579105374,33.31,130.46
2008-07-23,MDRD.BO,2.914724711907811,39.05,152.87
2012-07-09,TAJG.NS,2.91404833836858,66.2,259.11
2009-10-29,OSGL.NS,2.9131964809384163,17.05,66.72
2015-10-13,VENK.NS,2.9126928471248243,85.56,334.77
2008-01-16,JAAO.NS,2.910840707964602,45.2,176.77
2010-02-26,BOB.NS,2.909991643786559,83.77,327.54
2025-03-26,THOM.NS,2.9099290261213144,136.67,534.37
2010-11-26,HLVL.NS,2.9097778795511795,43.67,170.74
2016-11-16,OSGL.NS,2.9064449064449063,24.05,93.95
2020-07-20,GENS.NS,2.9058997050147495,33.9,132.41
2009-10-15,JAAO.NS,2.902539208364451,26.78,104.51
2009-07-08,BOB.NS,2.9025337837837837,59.2,231.03
2024-08-28,WHEL.NS,2.900682307439705,822.21,3207.18
2024-12-20,WRRN.BO,2.899917695473251,60.75,236.92
2012-01-07,TANE.BO,2.8981735159817354,43.8,170.74
2006-09-14,WHEL.NS,2.898138464756327,47.81,186.37
2010-03-19,SEAM.NS,2.897963329778049,196.89,767.47
2017-07-17,BOB.NS,2.8973110311242856,141.69,552.21
2019-07-29,VENK.NS,2.896619424504571,325.98,1270.22
2007-04-12,OSGL.NS,2.8961171662125342,29.36,114.39
2008-09-04,WHEL.NS,2.894562334217506,45.24,176.19
2023-04-21,BOB.NS,2.8944288984991093,157.24,612.36
2011-05-27,HLVL.NS,2.8940116587175413,37.74,146.96
2019-11-01,HEGL.NS,2.893260292164675,180.72,703.59
2021-12-24,ASHT.NS,2.8922651933701657,18.1,70.45
2007-08-13,ASHT.NS,2.8913878382310156,687.4,2674.94
2006-08-18,SEAM.NS,2.890909090909091,178.2,693.36
2006-04-19,IMCL.NS,2.8896479243300046,19.03,74.02
2022-02-07,TANE.BO,2.8891946158994575,134.47,522.98
2014-07-22,HEGL.NS,2.8882394201543136,42.77,166.3
2005-02-09,ASHT.NS,2.887282412251498,315.39,1226.01
2020-06-02,KAMT.NS,2.8869379014989294,23.35,90.76
2013-07-03,ASHT.NS,2.8863972186006084,115.05,447.13
2013-10-21,JKIN.NS,2.885775862068966,4.64,18.03
2008-03-03,CHPC.NS,2.88506396752813,194.63,756.15
2006-10-16,JAAO.NS,2.8843331894691406,23.17,90.0
2020-07-23,JKIN.NS,2.882506954671903,61.11,237.26
2009-07-09,WIPR.NS,2.8824289405684755,7.74,30.05
2021-10-29,CEMI.NS,2.882295719844358,20.56,79.82
2010-02-06,AEGS.NS,2.88135593220339,2.36,9.16
2012-07-31,GENS.NS,2.8800690250215704,197.03,764.49
2026-01-30,SEAM.NS,2.8787024850971585,1291.7,5010.12
2020-10-19,NALU.NS,2.878123629986848,22.81,88.46
2016-02-24,TANE.BO,2.8761904761904757,49.35,191.29
2023-02-03,WSTC.NS,2.8761660447761197,128.64,498.63
2019-06-21,CEMI.NS,2.876055218988976,100.69,390.28
2021-05-26,THOM.NS,2.875987841945289,16.45,63.76
2012-04-11,WRRN.BO,2.8750308109440477,243.42,943.26
2005-03-07,VSTI.NS,2.8750000000000004,2.32,8.99
2005-07-28,WHEL.NS,2.8741370154009562,18.83,72.95
2012-12-14,BRIT.NS,2.8741352163748273,209.59,811.98
2005-11-24,AEGS.NS,2.873376623376623,3.08,11.93
2018-10-30,BRIT.NS,2.8733105121900264,622.23,2410.09
2010-04-09,THOM.NS,2.8731617647058822,21.76,84.28
2008-08-28,THOM.NS,2.8723913787204927,29.23,113.19
2022-01-19,MDRD.BO,2.8704253214638977,10.11,39.13
2017-11-13,CEMI.NS,2.869243380197725,201.29,778.84
2020-08-10,ASHT.NS,2.869147005444646,55.1,213.19
2019-11-05,HLVL.NS,2.8666666666666667,7.8,30.16
2024-04-19,AEGS.NS,2.8663616759708983,496.19,1918.45
2021-04-12,MDRD.BO,2.8654580152671754,10.48,40.51
2025-09-12,ASHT.NS,2.864431311060186,82.91,320.4
2023-08-03,SEAM.NS,2.8635620800916293,715.93,2766.04
2019-10-04,ARTI.NS,2.8634091477130714,320.08,1236.6
2020-12-09,XPRO.NS,2.8629032258064515,6.2,23.95
2011-03-08,VENK.NS,2.862377932145374,297.99,1150.95
2007-12-11,WSTC.NS,2.862068965517241,16.82,64.96
2006-05-08,TAJG.NS,2.8611673562813627,227.18,877.18
2026-06-05,AEGS.NS,2.8608800240553274,199.54,770.4
2019-08-27,HEGL.NS,2.8607361598382592,168.17,649.26
2006-10-09,JKIN.NS,2.8596153846153847,20.8,80.28
2015-09-03,TVEL.NS,2.8591495823842066,26.34,101.65
2024-10-25,WHEL.NS,2.8585731640903185,716.13,2763.24
2007-01-29,TANE.BO,2.8564519249371254,51.69,199.34
2007-08-24,JKIN.NS,2.855270057682223,19.07,73.52
2025-08-14,TVEL.NS,2.8551590661666864,413.35,1593.53
2012-06-13,GICH.NS,2.8549084858569054,60.1,231.68
2021-12-10,WIPR.NS,2.8546215191528304,76.49,294.84
2021-03-16,CEMI.NS,2.8539526574363556,22.39,86.29
2006-09-28,BRIT.NS,2.8533956162414666,83.49,321.72
2011-05-06,XPRO.NS,2.852654057352044,32.78,126.29
2024-02-28,VSTI.NS,2.85249298648304,313.68,1208.45
2020-07-21,BRIT.NS,2.851824257391207,3583.65,13803.59
2011-11-22,VSTI.NS,2.851634401777213,63.02,242.73
2017-02-28,BRIT.NS,2.851575630252101,1428.0,5500.05
2010-06-04,BRIT.NS,2.8510668973471742,138.72,534.22
2022-06-16,ARTI.NS,2.8500763011786097,615.98,2371.57
2022-07-05,XPRO.NS,2.849790794979079,788.7,3036.33
2026-03-05,KAMT.NS,2.84975837541402,184.17,709.01
2015-03-13,ARTI.NS,2.8494565217391306,18.4,70.83
2018-10-05,IMCL.NS,2.8493033835655384,35.17,135.38
2011-01-31,VENK.NS,2.8479102577702347,377.08,1450.97
2008-08-28,WSTC.NS,2.847711267605634,11.36,43.71
2009-08-27,CHPC.NS,2.8476527234426725,132.92,511.43
2014-11-03,CHPC.NS,2.847087378640776,20.6,79.25
2015-06-22,ARTI.NS,2.8455528846153846,16.64,63.99
2006-07-17,KAMT.NS,2.8448289238885875,128.89,495.56
2019-10-09,OSGL.NS,2.841151385927505,9.38,36.03
2009-12-18,GENS.NS,2.840993788819876,24.15,92.76
2007-01-19,IMCL.NS,2.8406395048994324,19.39,74.47
2005-06-08,SEAM.NS,2.839994775339603,76.56,293.99
2018-04-25,ASHT.NS,2.8393824826717076,317.4,1218.62
2009-10-05,WSTC.NS,2.838635930653458,52.49,201.49
2011-03-03,SEAM.NS,2.838180462341536,26.82,102.94
2016-04-29,WSTC.NS,2.836275106512477,16.43,63.03
2020-10-21,TANE.BO,2.8355167394468705,6.87,26.35
2016-08-09,VSTI.NS,2.8353745371688976,35.11,134.66
2018-12-27,CEMI.NS,2.833842451170971,108.03,414.17
2022-12-16,TAJG.NS,2.8335056876938984,58.02,222.42
2012-01-07,THOM.NS,2.833333333333333,11.1,42.55
2005-01-27,HLVL.NS,2.832884097035041,7.42,28.44
2023-08-29,NALU.NS,2.8322399250234302,21.34,81.78
2016-03-14,THOM.NS,2.831997580523212,66.13,253.41
2012-05-23,WSTC.NS,2.8307552320291176,10.99,42.1
2005-11-28,WHEL.NS,2.8303064699205445,70.48,269.96
2009-08-31,HEGL.NS,2.8293496386881603,35.98,137.78
2014-09-12,TVEL.NS,2.829095775186389,52.31,200.3
2023-05-03,SEAM.NS,2.8269022372806956,729.01,2789.85
2006-04-03,CEMI.NS,2.8258872651356994,23.95,91.63
2005-04-11,WSTC.NS,2.825,6.8,26.01
2011-04-27,HLVL.NS,2.8249349420392713,42.27,161.68
2009-07-29,TAJG.NS,2.8247933884297525,24.2,92.56
2009-06-12,TANE.BO,2.823481340234269,36.71,140.36
2022-11-18,WRRN.BO,2.8226061915046796,69.45,265.48
2020-12-11,ASHT.NS,2.822048125349748,17.87,68.3
2020-01-21,GICH.NS,2.8205056179775276,35.6,136.01
2013-03-11,JAAO.NS,2.81957773512476,10.42,39.8
2013-01-29,AEGS.NS,2.817610062893082,14.31,54.63
2005-01-14,TVEL.NS,2.8173633440514467,15.55,59.36
2011-09-12,ARTI.NS,2.8168316831683167,2.02,7.71
2026-04-15,AEGS.NS,2.8152439517760337,617.95,2357.63
2025-11-10,CEMI.NS,2.813921635195092,854.21,3257.89
2012-03-23,VENK.NS,2.813877677739832,64.42,245.69
2018-06-12,IMCL.NS,2.8132295719844365,10.28,39.2
2011-10-21,IMCL.NS,2.812213740458015,6.55,24.97
2008-01-28,ARTI.NS,2.811965811965812,1.17,4.46
2024-03-20,GENS.NS,2.8085588679763704,145.58,554.45
2019-10-22,GENS.NS,2.808468595624559,70.85,269.83
2025-06-24,IMCL.NS,2.806282185954754,390.31,1485.63
2023-10-12,HEGL.NS,2.8062632696390657,94.2,358.55
2010-12-21,ARTI.NS,2.8054347826086956,9.2,35.01
2007-03-02,OSGL.NS,2.804597701149425,9.57,36.41
2023-03-21,BOB.NS,2.804537061461356,37.91,144.23
2011-01-04,JAAO.NS,2.804450438300741,44.49,169.26
2005-10-14,WIPR.NS,2.8043758043758045,7.77,29.56
2008-12-19,OSGL.NS,2.80352644836272,3.97,15.1
2018-06-19,CEMI.NS,2.8034034930586658,133.98,509.58
2022-02-24,CHPC.NS,2.8031135531135534,21.84,83.06
2022-07-21,JAAO.NS,2.802647175029633,202.48,769.96
2008-12-16,CEMI.NS,2.801801801801801,2.22,8.44
2025-06-06,MDRD.BO,2.801246537396122,14.44,54.89
2023-06-21,HEGL.NS,2.8006652411499164,84.18,319.94
2014-07-01,WRRN.BO,2.799586388418876,53.19,202.1
2011-04-26,ASHT.NS,2.7989882112689126,215.46,818.53
2013-01-31,AEGS.NS,2.798438608942513,14.09,53.52
2020-01-30,CHPC.NS,2.798180592991914,29.68,112.73
2006-04-21,TVEL.NS,2.7965465465465464,13.32,50.57
2012-05-25,WRRN.BO,2.7934298701907307,213.39,809.48
2012-12-10,TVEL.NS,2.792119565217391,14.72,55.82
2022-08-24,IMCL.NS,2.7916280506641957,64.74,245.47
2011-05-25,ASHT.NS,2.789021232522009,193.1,731.66
2007-07-27,XPRO.NS,2.7857142857142856,19.32,73.14
2014-08-27,JAAO.NS,2.785270997103847,48.34,182.98
2018-08-20,WRRN.BO,2.7844808743169396,91.5,346.28
2010-10-07,TANE.BO,2.7819468267581473,46.64,176.39
2006-02-20,WRRN.BO,2.7813736903376016,85.9,324.82
2007-05-28,JKIN.NS,2.7804002052334535,19.49,73.68
2019-04-25,KAMT.NS,2.7776649746192894,49.25,186.05
2020-07-20,BOB.NS,2.7775768535262206,11.06,41.78
2007-09-04,IMCL.NS,2.777351247600768,5.21,19.68
2021-12-10,HLVL.NS,2.776076555023924,10.45,39.46
2007-03-16,HLVL.NS,2.776061776061776,12.95,48.9
2025-02-24,WHEL.NS,2.7756492195909583,594.56,2244.85
2006-07-18,JKIN.NS,2.775623268698061,10.83,40.89
2016-07-11,NALU.NS,2.7747051647010976,24.59,92.82
2021-05-24,AEGS.NS,2.7737068965517246,310.88,1173.17
2007-05-31,TVEL.NS,2.7722772277227725,37.37,140.97
2009-03-02,BRIT.NS,2.7711587359244456,27.53,103.82
2008-10-01,KAMT.NS,2.77079344820251,94.02,354.53
2014-08-06,THOM.NS,2.768412267890674,47.93,180.62
2008-03-05,CEMI.NS,2.7678018575851393,35.53,133.87
2016-06-13,WIPR.NS,2.7662281647616993,92.74,349.28
2018-01-03,VSTI.NS,2.764896152536602,58.74,221.15
2015-07-15,VENK.NS,2.764672606420591,353.55,1331.0
2026-05-04,WRRN.BO,2.762760416666667,38.4,144.49
2013-03-05,TAJG.NS,2.7622999407231767,16.87,63.47
2025-11-12,NALU.NS,2.758660912166103,257.19,966.69
2014-03-27,HEGL.NS,2.7584182885387705,32.37,121.66
2016-09-30,XPRO.NS,2.758039816232772,32.65,122.7
2008-04-15,BRIT.NS,2.7575644378035116,26.77,100.59
2016-11-25,BRIT.NS,2.757317924455131,1289.3,4844.31
2005-12-19,JAAO.NS,2.757236842105263,30.4,114.22
2018-02-06,SEAM.NS,2.7560120548619227,162.59,610.69
2026-04-29,BRIT.NS,2.7558963427872185,1520.01,5709.0
2024-02-07,WSTC.NS,2.755227285070331,184.13,691.45
2015-10-01,THOM.NS,2.7547196196336174,71.51,268.5
2025-11-26,KAMT.NS,2.7544973544973543,236.25,887.0
2022-12-27,CHPC.NS,2.7536356843133873,173.97,653.02
2017-12-13,WIPR.NS,2.752563712051985,98.49,369.59
2013-12-12,NALU.NS,2.7506534239414533,19.13,71.75
2018-01-18,MDRD.BO,2.75,10.6,39.75
2014-05-29,IMCL.NS,2.7492739593417235,30.99,116.19
2005-06-02,BRIT.NS,2.747499615325435,64.99,243.55
2025-11-27,VENK.NS,2.746642793196061,357.44,1339.2
2018-07-24,NALU.NS,2.744186046511628,10.32,38.64
2015-12-23,HEGL.NS,2.743107769423559,7.98,29.87
2019-01-31,WSTC.NS,2.742892242892243,227.92,853.08
2025-10-24,SEAM.NS,2.741794081739434,860.05,3218.13
2024-05-02,WSTC.NS,2.7395798224918546,178.02,665.72
2017-07-28,VENK.NS,2.7393894967285624,2018.99,7549.79
2006-02-17,XPRO.NS,2.738853503184713,4.71,17.61
2009-04-13,JAAO.NS,2.737980769230769,4.16,15.55
2005-05-23,WSTC.NS,2.7376543209876543,29.16,108.99
2018-12-04,NALU.NS,2.736648250460405,43.44,162.32
2010-01-29,TAJG.NS,2.7359025219608957,35.29,131.84
2016-03-16,TAJG.NS,2.735294117647059,18.02,67.31
2017-06-29,TAJG.NS,2.7347087378640773,41.2,153.87
2023-09-14,TVEL.NS,2.731123337664851,361.69,1349.51
2024-01-20,WHEL.NS,2.7309207564160283,177.68,662.91
2010-10-21,SEAM.NS,2.730491281575283,150.83,562.67
2017-03-22,KAMT.NS,2.730074074074074,33.75,125.89
2005-04-26,WIPR.NS,2.7300613496932518,6.52,24.32
2017-10-31,BRIT.NS,2.730060821666284,2091.36,7800.9
2014-01-30,CEMI.NS,2.729985443959243,13.74,51.25
2005-08-22,NALU.NS,2.7299270072992705,17.81,66.43
2020-02-05,VENK.NS,2.729386487813275,1568.51,5849.58
2023-09-08,TVEL.NS,2.7290148717436873,100.19,373.61
2023-11-07,TANE.BO,2.7288394082659755,65.57,244.5
2007-10-15,OSGL.NS,2.727296519235802,38.21,142.42
2013-09-04,AEGS.NS,2.727272727272727,2.97,11.07
2020-04-21,GENS.NS,2.7267882187938293,35.65,132.86
2015-03-13,BRIT.NS,2.7263449175636296,950.43,3541.63
2007-01-09,BOB.NS,2.725,32.0,119.2
2014-03-04,HLVL.NS,2.724590163934426,15.25,56.8
2014-05-26,AEGS.NS,2.7233115468409586,4.59,17.09
2017-06-14,HLVL.NS,2.7211206896551725,23.2,86.33
2017-05-19,WRRN.BO,2.719923518164436,130.75,486.38
2018-12-05,TAJG.NS,2.719847840680242,44.69,166.24
2017-02-06,XPRO.NS,2.718408262454435,32.92,122.41
2019-01-16,BRIT.NS,2.7178172833896572,2817.04,10473.24
2022-10-27,MDRD.BO,2.71669341894061,12.46,46.31
2017-05-16,WRRN.BO,2.7159398496240605,133.0,494.22
2005-08-08,KAMT.NS,2.715838087476229,73.62,273.56
2014-11-19,CHPC.NS,2.714997508719482,20.07,74.56
2026-02-02,CEMI.NS,2.7139577323835873,169.87,630.89
2018-11-14,VSTI.NS,2.713938827924352,214.15,795.34
2026-05-04,JKIN.NS,2.7098744151686773,406.1,1506.58
2020-11-23,HLVL.NS,2.7083333333333335,4.8,17.8
2023-11-02,NALU.NS,2.7076648841354722,22.44,83.2
2023-12-08,MDRD.BO,2.7067276290006532,30.62,113.5
2021-06-28,WIPR.NS,2.70555907006168,252.92,937.21
2024-02-07,ASHT.NS,2.704936854190586,43.55,161.35
2007-08-02,JKIN.NS,2.7048903878583475,5.93,21.97
2017-05-22,MDRD.BO,2.7027027027027026,18.5,68.5
2013-05-08,JKIN.NS,2.7017543859649122,5.13,18.99
2015-06-19,OSGL.NS,2.7014084507042257,7.1,26.28
2017-10-26,NALU.NS,2.7007725645374037,53.07,196.4
2022-08-10,JKIN.NS,2.7004270896888345,32.78,121.3
2016-08-04,ARTI.NS,2.698249044529375,112.51,416.09
2024-07-12,TANE.BO,2.6980079291273067,612.93,2266.62
2019-06-24,AEGS.NS,2.6974295447506966,193.74,716.34
2015-04-23,OSGL.NS,2.696526508226691,5.47,20.22
2024-12-16,BOB.NS,2.6964566603195625,241.58,892.99
2020-09-07,XPRO.NS,2.695681511470985,14.82,54.77
2021-06-30,HEGL.NS,2.6952983725135624,110.6,408.7
2014-01-07,WSTC.NS,2.6949019607843137,12.75,47.11
2021-07-01,WRRN.BO,2.6946284032376746,67.95,251.05
2014-05-22,JKIN.NS,2.69459529350918,38.67,142.87
2018-07-27,JKIN.NS,2.6939124179480265,111.21,410.8
2015-04-20,HLVL.NS,2.6931645569620253,19.75,72.94
2021-01-20,VENK.NS,2.692349817852806,419.99,1550.75
2011-06-15,MDRD.BO,2.692258883248731,15.76,58.19
2011-09-30,CEMI.NS,2.69054441260745,13.96,51.52
2017-05-17,CEMI.NS,2.6898920510304225,163.04,601.6
2020-09-14,JKIN.NS,2.687441686881881,53.59,197.61
2017-10-04,TAJG.NS,2.6871072589382448,184.6,680.64
2009-01-06,CHPC.NS,2.6868754911867074,89.07,328.39
