date,AEGS.NS,ARTI.NS,ASHT.NS,BOB.NS,BRIT.NS,CEMI.NS,CHPC.NS,GENS.NS,GICH.NS,HEGL.NS,HLVL.NS,IMCL.NS,JAAO.NS,JKIN.NS,KAMT.NS,MDRD.BO,NALU.NS,OSGL.NS,SEAM.NS,TAJG.NS,TANE.BO,THOM.NS,TVEL.NS,VENK.NS,VSTI.NS,WHEL.NS,WIPR.NS,WRRN.BO,WSTC.NS,XPRO.NS
30-01-2008,11.58,5.56,604.37,54.22,112.26,42.63,192.50,28.87,36.01,48.84,44.23,22.15,29.50,20.33,219.54,55.50,45.31,38.83,194.47,125.28,178.87,22.33,35.26,86.34,15.56,55.38,32.59,41.65,54.66,22.60
31-01-2008,11.28,5.29,619.22,53.79,112.69,42.27,190.55,30.24,35.60,48.99,40.90,21.13,27.69,19.65,220.78,54.90,49.16,45.74,195.73,125.15,179.10,22.69,35.49,90.61,16.41,56.69,33.31,40.03,54.92,21.49
01-02-2008,11.50,5.22,592.61,56.43,110.91,42.09,199.71,30.76,35.08,47.88,46.88,21.48,28.22,20.01,213.18,52.20,46.99,44.46,195.39,125.63,173.74,22.49,35.72,93.91,15.16,60.74,34.67,16.97,56.37,21.24
04-02-2008,11.97,5.33,609.02,57.60,115.55,43.46,201.66,32.30,36.01,50.28,49.87,21.65,29.08,20.63,222.79,51.10,47.32,46.45,200.48,125.50,177.19,22.03,37.00,96.05,15.61,64.93,36.60,42.71,57.82,21.64
05-02-2008,12.28,5.08,615.18,57.74,114.59,45.43,210.07,33.91,36.23,50.47,49.68,22.03,32.04,20.39,227.15,51.30,46.32,48.11,197.91,125.28,168.37,22.52,36.27,92.66,15.56,66.28,35.90,43.00,57.85,21.72
06-02-2008,12.23,5.12,2955.11,55.81,112.35,44.91,208.36,35.19,35.82,48.93,49.10,21.71,33.24,20.04,220.21,52.05,43.62,50.43,198.64,123.30,173.92,22.00,37.23,92.92,15.96,65.44,33.48,42.46,57.27,21.77
07-02-2008,11.99,4.99,590.54,54.39,110.86,43.09,194.96,33.60,35.02,48.15,47.75,21.57,33.94,19.99,219.30,50.75,42.11,46.12,193.99,125.07,165.25,21.76,37.55,91.01,15.09,63.76,32.33,40.41,56.66,21.72
08-02-2008,11.45,5.03,602.86,19.17,109.44,40.95,196.67,31.92,34.12,46.47,46.55,20.90,32.13,19.39,212.51,50.15,42.60,42.76,189.73,49.65,156.99,20.97,36.72,89.61,15.56,65.22,33.26,39.57,55.06,20.71
11-02-2008,10.32,4.67,550.49,50.42,110.42,39.09,181.23,30.34,32.15,43.01,43.65,19.87,29.85,18.43,193.37,47.70,39.53,38.92,177.04,40.70,149.16,19.94,33.93,86.19,14.96,61.05,33.30,39.27,53.25,19.70
12-02-2008,9.28,4.33,588.52,50.13,106.16,38.64,175.53,28.91,32.26,38.99,43.41,19.38,27.90,17.82,185.04,48.20,37.90,35.84,169.63,109.96,141.74,18.99,32.97,81.92,14.85,60.79,33.34,37.86,52.23,18.74
13-02-2008,2.34,4.36,583.82,52.59,105.77,36.71,180.78,28.00,30.86,36.56,43.46,18.82,15.38,17.45,184.85,46.35,37.25,37.69,170.02,110.86,134.70,18.28,32.29,80.67,14.53,61.92,32.30,37.11,53.83,18.18
14-02-2008,11.08,4.54,583.87,55.16,107.56,36.88,191.07,29.26,32.37,38.22,46.88,19.70,29.84,18.43,196.67,45.25,39.83,42.05,177.72,115.79,140.99,19.20,34.62,84.46,15.12,62.40,32.81,38.41,56.77,19.04
15-02-2008,11.15,4.62,591.95,56.95,108.34,38.21,92.89,28.82,33.33,176.85,49.29,20.31,30.68,19.14,204.37,47.50,41.25,42.80,166.63,116.17,146.41,20.17,34.90,85.11,14.72,63.23,33.14,40.14,58.47,20.00
18-02-2008,11.69,4.95,579.78,59.07,108.26,39.66,199.13,28.35,34.86,45.01,48.96,20.37,32.38,19.72,201.55,49.85,44.36,44.41,159.41,118.12,141.41,21.18,35.26,83.92,14.83,63.29,32.70,41.62,58.94,20.83
19-02-2008,11.71,4.95,570.66,56.20,111.43,39.43,909.14,28.47,34.78,45.55,49.15,20.69,32.36,20.00,203.41,48.65,45.91,44.56,162.08,118.94,146.27,22.11,34.67,84.54,14.75,63.79,32.49,40.81,61.08,21.26
20-02-2008,11.50,4.78,571.74,55.63,110.30,38.88,199.75,28.47,34.15,43.55,224.63,20.22,31.38,19.39,200.97,48.15,43.04,44.75,159.66,114.45,142.63,21.34,34.94,82.83,15.43,63.38,32.38,40.57,58.94,20.23
21-02-2008,13.17,4.88,602.20,52.25,109.09,40.21,197.12,27.42,34.28,44.04,51.71,20.05,31.87,20.74,201.12,47.90,45.72,44.79,162.13,116.26,149.25,22.35,35.03,82.63,15.56,62.81,34.01,40.54,58.72,19.75
22-02-2008,12.28,4.71,1787.25,52.14,108.58,38.24,196.15,28.47,33.30,43.53,51.27,19.99,30.59,20.53,201.84,46.40,47.31,208.60,159.22,113.02,155.59,22.26,34.85,83.92,15.60,63.24,33.63,40.54,58.11,19.72
25-02-2008,12.02,4.60,589.89,51.78,541.82,37.01,197.93,28.07,13.52,42.76,51.37,19.87,30.95,20.44,194.42,46.85,49.18,45.41,156.12,115.18,158.95,22.04,34.48,82.75,15.12,63.12,34.62,38.87,57.35,19.49
26-02-2008,12.92,4.67,582.03,51.90,108.75,37.39,202.66,29.50,34.01,44.46,50.84,20.19,31.53,20.86,200.50,46.50,52.79,46.73,165.85,114.75,165.95,10.55,34.85,83.52,15.03,64.99,35.08,40.79,57.13,20.02
27-02-2008,12.79,4.69,580.15,51.15,108.17,39.26,204.28,28.49,34.20,44.57,50.21,20.66,31.49,4.59,200.06,48.80,50.81,45.17,168.86,115.83,170.10,23.16,35.22,85.34,15.56,62.80,34.72,42.81,57.49,20.30
28-02-2008,12.36,4.74,583.44,49.61,109.53,38.80,194.66,27.54,34.12,44.64,48.96,21.71,31.51,20.36,196.43,51.15,54.85,47.16,170.36,114.88,168.28,23.67,35.03,85.37,15.67,61.21,35.25,42.52,58.00,20.65
29-02-2008,11.83,4.66,627.54,50.55,107.40,37.85,194.63,27.98,33.74,44.06,49.15,21.57,32.28,20.20,206.48,49.75,52.74,44.65,165.85,114.02,169.49,23.26,34.62,85.34,15.56,14.71,34.44,41.41,57.96,19.77
03-03-2008,11.25,4.47,578.13,46.96,106.00,36.78,756.15,26.58,32.92,39.08,46.01,20.49,30.12,19.54,197.05,47.55,53.12,41.10,159.17,111.43,161.05,22.90,32.88,82.55,15.56,61.92,33.21,40.41,55.61,18.86
04-03-2008,10.72,4.37,550.02,46.16,105.87,35.53,194.76,25.67,32.04,38.20,43.84,19.46,29.74,19.01,186.57,46.30,51.80,39.68,145.42,107.76,153.03,23.29,30.82,79.33,15.58,58.61,33.06,39.38,54.01,18.76
05-03-2008,9.95,4.30,548.89,42.79,107.06,133.87,195.34,25.20,31.68,36.10,44.23,19.58,29.16,18.35,670.12,44.75,51.34,39.35,143.58,106.68,145.38,24.46,31.05,79.53,14.83,58.94,34.42,41.25,53.32,17.98
07-03-2008,9.61,4.08,537.93,41.34,106.61,34.06,187.61,24.71,30.94,34.46,41.77,18.70,24.88,17.53,39.36,42.55,147.04,34.94,148.32,99.08,138.15,25.70,29.68,76.08,14.20,55.12,32.84,39.19,52.02,17.50
10-03-2008,10.19,4.02,521.15,40.68,107.10,32.60,189.32,23.24,32.12,35.96,42.06,18.18,25.05,17.30,170.45,40.00,53.60,35.37,146.87,96.79,124.34,26.99,28.58,74.74,13.87,52.88,31.71,40.54,51.80,17.07
11-03-2008,10.57,4.28,532.48,8.63,110.72,34.86,185.93,23.22,18.54,37.98,43.80,19.17,28.54,18.17,169.01,42.40,54.37,37.60,152.44,103.65,123.41,28.25,30.96,80.72,13.77,57.29,30.98,43.25,51.98,18.46
12-03-2008,5.86,4.11,539.53,40.35,107.79,35.04,188.58,22.71,34.83,35.94,42.83,18.88,6.86,77.08,177.77,41.60,56.31,38.12,152.25,103.74,129.47,28.02,30.37,80.90,14.00,55.76,30.73,39.49,52.05,18.71
13-03-2008,9.34,3.93,523.97,37.86,108.26,32.57,176.44,20.51,33.98,34.69,40.23,17.89,27.50,17.40,169.15,39.40,53.06,33.67,143.19,99.90,123.04,27.77,28.68,78.05,13.12,51.56,28.83,39.95,49.77,17.30
14-03-2008,9.61,3.93,530.93,39.71,106.57,32.10,177.61,20.86,35.00,13.82,40.52,18.12,28.05,17.56,162.12,40.35,52.43,35.56,148.28,103.74,569.20,27.89,27.99,79.39,13.06,50.08,29.10,39.11,17.74,17.07
17-03-2008,8.13,12.06,473.10,38.34,100.55,29.01,162.88,18.79,31.66,33.05,39.55,17.33,26.65,15.97,155.04,37.35,48.60,31.72,139.85,98.56,111.10,27.55,26.98,74.69,13.18,50.46,27.90,37.89,48.65,16.19
18-03-2008,7.97,3.70,458.48,38.40,101.26,28.70,158.22,17.04,32.42,32.17,38.88,16.72,25.92,15.81,137.00,36.10,12.14,31.72,136.85,94.24,107.83,27.61,24.93,73.06,12.86,49.58,28.31,37.43,47.56,16.16
19-03-2008,8.15,3.57,455.75,37.55,99.62,27.76,164.50,16.20,32.50,32.18,38.20,16.57,25.43,16.35,144.46,36.90,50.87,31.06,135.06,92.91,102.47,27.57,25.34,73.09,12.60,50.58,29.82,34.92,45.64,15.76
24-03-2008,7.87,3.60,428.63,37.85,96.82,27.16,161.16,15.43,29.63,108.02,36.95,15.66,22.70,15.56,148.00,36.00,54.25,28.93,124.11,88.07,97.39,27.48,23.42,69.47,12.45,48.74,31.41,31.78,45.09,14.80
25-03-2008,8.31,3.86,441.51,41.27,97.87,29.44,170.61,14.84,31.24,32.15,39.26,16.69,23.66,16.14,154.08,36.05,55.60,31.68,137.91,89.93,101.54,27.45,24.88,75.85,12.64,51.70,34.35,33.75,46.87,15.86
26-03-2008,8.66,3.96,461.87,40.44,102.26,29.47,178.64,14.66,31.44,33.17,39.46,16.89,24.41,16.27,151.16,35.95,52.51,30.87,134.48,91.48,99.95,27.55,25.89,74.32,12.53,52.88,33.78,34.13,46.98,16.61
27-03-2008,8.63,3.86,455.47,40.18,100.97,28.37,170.06,13.93,31.44,33.99,38.64,17.56,24.77,16.12,153.84,35.25,52.08,30.49,136.61,91.65,100.79,27.87,26.25,74.12,12.81,50.46,33.84,34.67,46.87,16.94
28-03-2008,9.24,4.17,483.92,41.85,102.52,31.11,176.76,14.59,32.12,36.06,40.18,18.38,25.92,17.05,168.20,38.20,52.64,34.66,138.45,92.30,105.83,28.03,28.08,79.22,13.21,50.75,35.73,36.89,48.97,17.75
31-03-2008,9.09,4.06,500.04,39.17,103.11,33.86,181.94,15.33,33.24,35.61,38.73,18.12,25.45,16.98,175.23,41.10,51.34,13.20,144.79,90.27,109.37,28.06,27.94,81.86,13.67,49.20,34.05,34.73,47.23,16.77
01-04-2008,9.20,4.06,489.60,40.04,103.81,32.72,183.95,16.10,36.04,34.26,39.41,18.35,25.47,16.71,175.33,44.95,51.87,32.67,148.95,92.04,23.70,27.93,28.17,80.95,13.38,49.60,32.26,36.40,49.15,17.27
02-04-2008,9.06,4.09,493.74,40.92,102.69,34.51,190.49,16.92,34.75,34.51,39.31,18.35,25.58,17.69,158.39,46.80,51.04,32.48,146.10,94.98,106.99,12.61,28.90,80.16,13.56,49.29,32.72,36.16,49.59,17.52
03-04-2008,9.28,4.06,493.93,39.12,100.49,35.02,192.88,17.78,34.59,34.31,38.97,18.09,26.79,17.16,60.32,46.75,50.97,32.67,145.08,95.41,103.40,28.18,28.58,76.59,13.77,49.82,34.38,36.30,48.61,17.42
04-04-2008,9.17,3.91,507.70,37.19,100.67,33.66,189.39,18.69,34.48,34.40,38.59,17.94,25.69,16.69,159.10,47.00,48.86,31.25,140.04,94.42,98.27,28.16,27.67,74.54,13.12,50.68,32.69,36.65,47.27,16.49
07-04-2008,9.07,3.96,498.73,39.03,100.92,33.19,193.21,19.63,34.83,34.60,38.97,18.12,26.26,16.95,156.14,47.00,51.23,32.77,141.84,94.93,98.83,27.96,26.85,72.95,13.56,49.12,34.25,37.22,47.45,17.04
08-04-2008,9.26,3.91,495.81,104.12,101.54,32.64,199.39,20.61,34.70,34.01,38.83,18.38,26.28,17.31,151.21,47.20,49.24,32.01,147.65,48.05,98.69,28.16,27.53,74.34,13.52,50.22,32.61,39.41,47.56,16.54
09-04-2008,9.28,4.08,499.29,40.59,100.93,33.33,203.86,21.66,34.28,34.34,38.97,18.47,28.31,17.40,150.87,48.90,49.19,32.67,140.14,95.24,100.74,28.24,28.22,75.40,13.96,50.29,32.38,40.79,49.08,17.42
10-04-2008,9.33,4.09,493.27,40.36,100.84,34.19,204.41,22.75,34.37,36.49,39.17,18.73,28.25,17.02,153.36,50.15,48.41,33.67,145.23,95.02,104.66,28.29,28.77,75.51,14.17,50.13,32.09,40.08,48.65,18.36
11-04-2008,9.33,4.57,483.59,40.77,26.77,34.04,206.84,23.90,34.75,38.03,39.21,18.64,27.52,17.16,156.09,52.40,47.91,33.43,143.58,95.02,478.14,125.38,27.99,76.65,14.23,50.94,31.95,39.81,48.36,17.62
15-04-2008,10.16,4.68,489.04,40.53,100.59,34.51,213.02,25.11,34.34,38.52,39.60,18.73,27.78,17.86,155.47,55.00,47.71,34.38,144.79,95.71,103.54,28.31,28.81,77.05,14.45,51.34,33.40,39.54,48.50,17.40
16-04-2008,10.43,4.58,500.32,40.08,101.72,34.21,210.40,26.37,34.50,39.95,41.92,18.76,30.16,18.53,158.20,54.95,46.55,36.13,143.58,97.83,104.75,28.60,29.45,78.90,15.03,51.26,35.24,39.22,49.59,17.90
17-04-2008,10.66,4.53,505.87,41.35,101.28,36.31,206.45,27.70,35.24,38.01,43.51,18.97,31.62,18.48,161.02,57.65,48.28,39.16,145.71,106.07,105.50,28.76,33.43,83.63,15.48,52.13,36.19,42.87,50.42,18.26
18-04-2008,10.66,4.53,505.87,41.35,101.28,36.31,206.45,27.70,35.24,38.01,43.51,18.97,31.62,18.48,161.02,57.65,48.28,39.16,145.71,106.07,268.78,28.76,33.43,83.63,15.48,52.13,36.19,42.87,50.42,18.26
21-04-2008,12.71,4.61,2250.89,42.84,101.35,37.08,214.83,29.10,35.30,39.92,44.81,19.67,31.36,18.54,165.99,57.35,49.49,40.11,156.94,120.15,110.45,29.16,40.15,86.96,15.39,53.83,35.83,41.84,54.16,18.53
22-04-2008,11.81,4.58,518.00,43.37,102.85,36.52,215.02,30.57,35.13,39.69,44.52,19.96,31.79,18.96,162.88,56.90,51.63,40.11,152.63,126.75,112.36,29.12,39.42,86.11,15.64,55.31,33.98,44.79,52.81,18.61
23-04-2008,12.05,4.49,544.28,42.43,102.90,36.03,220.98,32.11,35.19,38.75,49.01,19.90,12.63,18.54,154.99,55.65,51.87,38.73,167.31,128.44,115.53,29.09,36.45,84.86,15.34,54.14,34.92,44.84,53.10,18.69
24-04-2008,12.18,4.53,566.99,41.76,103.04,35.94,221.24,33.72,34.67,38.63,46.79,19.73,31.06,59.51,155.52,56.95,49.87,37.97,161.79,128.91,120.99,29.08,35.99,84.23,15.19,53.74,35.43,44.33,52.34,18.31
25-04-2008,12.23,4.65,580.06,42.82,107.33,35.24,222.08,35.43,35.00,37.77,46.83,19.76,31.47,18.40,154.27,54.65,50.82,39.35,158.11,128.18,126.07,29.06,34.99,83.43,14.67,52.91,36.74,44.09,54.05,17.98
28-04-2008,12.10,4.49,576.49,42.60,104.56,35.07,226.94,33.65,35.76,38.13,46.79,19.49,31.59,18.43,158.20,52.30,49.98,39.68,162.08,129.60,130.27,29.05,36.68,84.66,15.29,53.78,36.09,44.36,27.18,18.36
29-04-2008,11.78,4.52,575.83,43.64,104.68,35.01,240.92,31.97,35.60,38.26,49.34,19.58,32.19,18.85,159.39,51.60,52.14,39.25,166.92,129.30,134.79,29.08,36.95,87.87,15.12,54.87,37.73,44.36,54.16,17.95
30-04-2008,11.89,4.46,597.22,43.59,105.49,33.82,234.90,30.38,35.27,38.03,210.34,19.81,31.44,19.37,160.87,49.05,51.03,38.07,166.24,129.69,139.41,29.21,40.02,87.42,15.34,55.09,38.51,44.68,53.14,18.23
02-05-2008,12.46,2.36,585.75,44.09,105.90,32.48,246.13,31.92,35.79,160.01,48.04,19.78,30.63,20.63,158.82,46.75,49.86,38.97,158.15,131.11,136.61,29.15,41.66,88.42,38.08,54.42,39.57,44.36,53.61,17.95
05-05-2008,11.95,4.43,582.36,44.26,105.82,32.58,246.42,33.53,35.63,38.02,47.70,19.96,29.91,20.94,166.38,49.05,49.47,40.86,155.49,127.23,130.22,29.19,39.97,91.09,15.35,53.92,38.63,44.30,53.21,18.13
06-05-2008,12.15,4.40,569.62,44.98,105.73,32.72,252.09,35.21,35.52,38.17,47.03,19.99,29.42,21.70,167.81,49.55,50.65,39.63,152.49,125.33,123.74,29.16,39.19,89.07,15.67,52.65,39.19,44.57,53.00,18.43
07-05-2008,11.94,4.30,573.76,43.88,107.20,31.84,246.23,35.89,35.49,38.65,45.63,19.78,28.97,20.86,164.94,235.51,50.47,38.64,155.25,124.08,120.38,29.19,39.01,89.56,15.33,53.97,39.26,44.98,52.38,18.23
08-05-2008,11.42,4.23,577.10,41.50,107.25,31.51,245.97,36.57,35.27,38.33,44.86,19.11,28.80,20.66,160.92,49.15,50.32,37.64,154.09,127.49,117.16,29.18,38.00,90.50,15.33,54.89,108.77,20.95,52.23,17.85
09-05-2008,11.01,4.15,575.22,40.49,107.17,31.72,228.04,34.75,35.74,36.91,43.94,18.64,27.54,20.04,158.82,50.20,50.19,35.51,153.94,127.74,111.98,29.16,36.40,86.42,15.20,52.54,39.47,42.84,50.82,17.47
12-05-2008,10.76,4.06,574.42,40.16,107.33,31.67,232.63,36.17,35.68,36.72,43.36,18.67,26.86,19.60,157.53,49.15,51.29,37.26,145.81,129.64,107.60,29.11,34.71,87.76,14.81,51.79,39.80,42.62,50.60,17.30
13-05-2008,10.57,4.16,583.87,40.81,107.34,30.83,223.99,37.99,35.76,37.01,44.38,18.35,29.76,19.22,159.77,49.30,54.66,35.80,147.02,130.38,107.18,29.57,35.26,87.68,14.80,52.63,38.83,43.63,50.31,17.25
14-05-2008,10.73,4.14,582.08,39.72,107.13,31.83,216.61,39.86,35.90,36.80,44.52,18.67,29.80,19.17,162.45,47.40,56.66,36.93,147.07,128.78,103.87,29.67,34.85,86.91,14.81,54.19,39.64,42.60,50.20,17.27
15-05-2008,10.95,14.15,220.67,40.40,109.23,33.16,225.45,41.38,36.20,36.95,45.68,18.47,29.10,19.40,161.74,48.60,58.98,36.98,149.97,129.64,107.18,29.67,12.12,86.68,14.81,52.75,40.23,43.38,50.28,17.17
16-05-2008,11.30,4.25,587.16,40.86,111.12,33.85,226.35,43.45,36.86,37.42,45.68,18.59,28.76,19.20,164.32,48.35,59.71,38.40,149.68,130.03,111.33,29.73,34.94,86.51,14.81,53.32,39.85,46.28,50.31,17.37
20-05-2008,11.34,4.43,583.82,40.33,110.67,33.53,226.90,45.65,37.16,38.92,45.68,18.70,28.65,19.48,162.41,47.90,58.42,38.12,149.15,129.43,107.23,29.83,35.40,421.20,15.03,55.27,39.15,45.82,50.93,16.82
21-05-2008,11.56,4.69,582.83,40.29,111.88,32.80,232.12,47.93,37.05,39.05,45.39,18.35,28.65,39.84,163.70,46.55,61.46,38.97,154.18,128.69,111.42,29.82,35.17,88.22,15.76,53.80,39.04,49.71,51.47,17.32
22-05-2008,11.32,4.60,582.97,40.07,111.05,33.24,224.06,50.34,36.56,38.24,44.57,18.44,28.22,19.14,167.81,45.90,60.57,37.26,162.85,127.79,109.93,29.83,13.83,28.52,15.34,53.32,38.52,48.03,50.97,17.42
23-05-2008,10.92,4.41,582.88,39.43,111.06,32.07,221.01,52.86,36.37,38.60,43.60,18.26,27.29,18.92,167.24,46.05,60.73,35.75,156.12,126.19,106.29,29.83,34.30,85.94,14.98,54.86,37.91,45.82,50.97,17.22
26-05-2008,10.36,4.41,559.66,38.05,114.68,31.49,224.86,55.52,36.20,37.70,42.45,18.09,26.84,18.76,165.13,46.65,61.31,34.94,149.34,123.64,104.75,29.89,33.07,85.85,15.12,52.85,37.73,44.65,49.81,16.89
27-05-2008,10.61,4.49,559.98,36.19,111.72,31.05,219.52,58.29,35.74,112.86,41.48,17.91,26.37,18.47,160.87,49.90,61.39,35.51,148.03,123.30,99.53,29.88,32.70,85.34,14.85,51.95,38.68,44.90,48.75,16.74
28-05-2008,10.74,4.61,547.43,37.37,108.77,30.60,223.08,55.38,35.71,38.86,41.87,17.94,27.67,18.16,163.51,47.30,62.73,37.64,149.10,122.52,100.23,29.90,33.80,85.23,14.81,188.83,40.00,44.73,49.26,16.84
29-05-2008,10.92,4.52,550.77,38.03,113.13,29.95,220.85,52.62,35.90,38.55,40.52,17.97,26.96,18.22,93.40,49.15,61.04,36.08,149.34,121.40,98.13,29.89,33.29,84.63,14.92,53.97,40.31,44.00,48.94,16.64
30-05-2008,10.79,4.42,579.31,37.64,112.75,29.45,222.33,50.01,35.41,39.04,40.85,18.15,26.54,17.65,164.66,48.20,61.22,35.47,146.53,121.57,101.72,29.82,33.52,84.57,14.72,51.84,40.13,44.19,48.86,16.31
02-06-2008,24.62,4.18,550.11,35.67,112.30,28.74,209.58,52.23,35.11,39.00,39.99,17.65,25.98,17.04,151.74,46.50,57.20,33.90,143.19,121.36,97.15,29.73,32.29,86.56,14.94,51.51,39.33,42.76,21.76,16.06
03-06-2008,10.13,4.47,554.62,34.33,112.73,29.02,215.37,54.07,34.61,39.02,39.99,17.68,25.73,16.65,143.50,46.55,55.57,34.19,135.54,121.14,97.39,9.79,32.52,87.22,14.94,51.51,39.81,8.76,47.63,15.73
04-06-2008,9.94,4.37,559.84,33.37,112.07,28.57,213.33,51.39,34.20,38.98,39.70,17.45,24.43,16.49,142.79,44.90,54.29,32.77,346.77,120.06,92.63,27.25,31.01,85.34,14.72,48.31,39.17,40.43,48.32,3.48
05-06-2008,10.01,4.30,556.65,32.65,113.35,28.74,216.88,51.55,34.72,40.88,39.70,17.24,24.09,16.59,140.97,46.10,56.84,33.05,136.07,120.79,94.82,27.32,30.87,85.05,14.28,48.25,41.69,41.08,48.54,15.58
06-06-2008,9.75,4.30,550.58,31.57,115.30,29.08,216.22,49.68,34.01,39.59,39.21,17.39,24.17,17.28,138.19,47.20,55.91,32.20,136.02,120.41,97.53,26.89,30.92,86.05,14.01,47.45,39.84,39.35,48.10,15.66
09-06-2008,9.17,4.02,529.71,30.77,116.03,27.67,209.36,47.56,33.60,37.77,37.33,17.18,23.79,16.35,131.73,42.75,58.63,30.21,135.54,117.60,92.68,26.00,29.22,83.09,14.39,45.57,37.84,37.68,46.91,15.00
10-06-2008,9.18,4.00,526.70,29.93,115.54,27.69,213.49,45.18,32.70,36.74,36.71,17.15,23.59,16.19,128.34,39.45,56.33,30.97,131.91,116.69,88.06,25.16,29.32,83.06,13.96,46.13,37.53,37.65,45.96,15.20
11-06-2008,9.29,4.21,532.48,31.59,115.12,27.79,215.86,46.44,33.33,36.60,36.85,17.97,23.13,16.38,132.12,42.20,55.75,31.25,134.28,120.79,89.69,25.29,29.13,83.06,14.61,45.84,37.53,38.49,46.22,14.72
12-06-2008,9.43,4.19,530.37,32.68,116.12,27.46,218.65,44.13,33.63,36.30,36.66,17.39,24.06,16.36,133.03,45.25,244.76,32.34,137.82,117.12,88.48,25.80,29.45,84.17,14.67,46.49,38.01,39.03,45.93,14.34
13-06-2008,9.42,4.21,528.11,32.05,115.90,27.25,222.23,44.06,33.63,36.23,38.30,17.48,25.90,16.61,132.12,45.95,55.79,33.81,136.07,115.87,84.42,25.93,29.77,84.29,14.88,44.32,37.66,39.49,45.75,14.44
16-06-2008,9.84,4.30,524.39,33.28,115.03,28.49,222.03,46.07,33.60,38.12,39.21,17.56,26.47,16.56,133.74,46.75,55.26,33.76,135.64,116.13,85.35,25.75,31.14,85.00,15.02,44.97,38.42,39.60,46.18,14.62
17-06-2008,9.88,4.32,543.91,35.22,116.70,28.41,222.56,48.38,34.01,39.89,40.42,17.77,27.01,16.65,135.51,47.20,54.12,33.71,136.75,115.92,85.54,26.28,31.14,88.13,14.76,44.80,38.95,39.46,46.91,14.65
18-06-2008,10.07,4.41,532.01,33.93,114.19,28.50,222.13,50.80,34.01,38.89,39.65,17.45,25.62,16.67,136.52,45.35,53.08,33.14,135.98,113.58,81.39,26.25,32.43,87.65,14.68,45.44,38.29,39.62,47.56,15.02
19-06-2008,9.53,4.45,540.52,33.18,113.07,27.79,220.95,53.30,33.30,37.84,38.25,17.48,24.87,16.40,134.94,44.50,52.18,32.48,136.32,109.31,77.33,26.52,31.37,87.62,14.53,45.24,38.68,38.95,46.76,14.80
20-06-2008,9.02,4.46,591.44,31.14,112.69,27.58,213.07,52.25,32.72,36.08,36.95,17.07,24.28,15.82,128.48,44.00,48.88,30.26,135.64,101.24,74.72,26.54,30.00,84.29,14.30,43.61,37.33,37.65,45.75,14.22
23-06-2008,37.50,4.28,508.36,29.31,110.01,26.25,204.36,50.66,32.37,32.86,36.46,16.34,23.04,14.98,126.76,42.00,46.30,28.36,132.30,96.75,75.65,24.24,27.90,82.83,14.00,42.94,37.71,36.49,44.08,13.58
24-06-2008,8.35,4.19,500.28,29.05,109.25,25.16,198.02,49.99,31.82,32.17,35.64,16.19,22.95,14.80,124.60,41.05,42.08,27.32,131.28,95.63,75.88,22.29,28.08,79.87,14.01,40.92,37.04,35.24,43.61,13.86
25-06-2008,8.07,4.26,501.31,29.19,110.63,26.19,203.08,47.49,32.20,32.31,34.87,16.16,22.87,14.51,124.65,41.40,41.17,27.70,131.09,93.12,76.30,21.92,29.04,79.61,14.00,42.10,35.77,37.86,42.95,13.76
26-06-2008,7.91,4.33,503.85,29.32,112.02,26.64,193.69,49.08,32.78,33.14,33.96,16.69,25.04,14.80,121.83,41.10,42.15,28.84,130.84,92.69,79.38,22.38,28.86,79.87,13.91,42.49,38.03,36.84,44.08,13.94
27-06-2008,8.23,4.38,476.02,28.29,113.02,26.31,190.24,22.63,32.20,32.02,32.99,16.28,22.96,14.49,124.70,38.65,38.00,26.56,126.39,92.43,77.38,22.22,26.75,76.02,13.94,43.90,35.05,35.89,43.82,13.71
30-06-2008,7.58,4.36,466.43,28.11,112.11,25.20,176.02,44.57,31.11,28.63,32.41,15.63,21.10,13.89,119.72,36.15,39.91,24.53,125.95,89.58,33.37,5.51,25.02,72.46,13.54,42.62,34.99,35.70,42.41,13.41
01-07-2008,7.26,4.24,452.51,26.92,110.43,24.33,159.82,42.36,6.41,24.42,29.04,15.40,19.54,12.45,112.78,34.70,39.76,22.16,123.92,86.08,73.46,100.52,23.23,70.13,13.34,41.32,32.99,36.38,41.76,13.00
02-07-2008,7.56,4.26,463.23,28.31,107.70,23.77,181.83,41.87,31.55,25.02,31.35,15.78,18.84,12.48,106.99,36.40,39.75,24.05,122.66,84.44,70.43,20.44,23.51,75.60,13.33,42.32,34.85,36.08,41.72,6.03
03-07-2008,7.22,4.18,454.63,29.03,103.85,22.38,179.96,19.61,31.24,25.24,28.75,15.63,18.37,12.25,103.50,37.45,82.52,22.35,121.40,85.70,66.93,20.27,23.83,70.90,13.40,43.82,34.23,33.46,41.40,12.88
04-07-2008,7.16,4.27,451.81,10.70,105.56,22.62,186.53,42.01,88.26,25.56,28.99,15.81,20.16,12.22,103.74,37.75,38.66,23.49,332.43,86.90,63.62,20.51,24.65,72.41,14.02,45.46,34.02,34.08,42.56,13.38
07-07-2008,7.56,4.38,457.54,29.23,106.33,23.13,180.22,43.73,32.81,25.82,14.21,16.07,20.05,12.13,108.14,38.55,39.57,23.20,118.30,87.85,60.45,21.07,25.15,72.35,14.04,44.18,15.31,35.70,42.85,13.81
